EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AverageWorkingHours,rateOfAttrition
3182,33,No,Travel_Rarely,Sales,13,4,Marketing,Female,2,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2,3,3,3,3,3,6.713383547,0
3183,32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Female,1,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5,1,4,2,3,3,8.793115385,0.166666667
3184,30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,Male,3,Manager,Divorced,57720,1,17,0,1,3,1,0,0,3,3,3,3,3,6.671641026,1
3185,53,No,Travel_Rarely,Research & Development,24,3,Other,Female,3,Manager,Single,22690,7,11,1,18,2,14,8,10,4,1,4,2,3,6.618123932,0.388888889
3186,34,No,Travel_Rarely,Research & Development,1,5,Medical,Male,1,Research Scientist,Married,53810,1,12,0,10,0,10,8,8,2,4,2,3,3,6.929293803,0.1
3187,45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,3,6.725766026,0.4
3188,26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2,3,4,3,4,3,8.876544872,0.333333333
3189,37,No,Travel_Rarely,Research & Development,4,3,Medical,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,3,5.581536325,0.1
3190,29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,3,6.306644231,0.166666667
3191,35,No,Travel_Rarely,Research & Development,10,5,Medical,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,3,5.984873932,0.058823529
3192,33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,4,6.531353632,0.2
3193,54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,2,Sales Executive,Married,40140,2,19,1,16,4,9,7,1,3,2,4,2,3,5.664189103,0.125
3194,36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,3,9.832016026,0.153846154
3195,27,No,Travel_Rarely,Sales,9,3,Marketing,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,3,6.527183761,0
3196,20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,4,3,3,2,3,8.058324786,1
3197,33,Yes,Travel_Frequently,Research & Development,15,4,Medical,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,1,1,3,3,3,9.217360043,0.1
3198,35,No,Non-Travel,Research & Development,2,1,Medical,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,3,5.921564103,1
3199,23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,3,6.234347222,0.4
3200,25,No,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,3,6.970575855,0
3201,38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,4,6.077688034,0
3202,29,No,Travel_Frequently,Sales,2,4,Life Sciences,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,3,6.997307692,0.1
3203,48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,3,6.260811966,0.25
3204,27,No,Travel_Frequently,Sales,4,3,Technical Degree,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,3,8.070649573,0.166666667
3205,37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,3,6.921175214,0.75
3206,50,No,Travel_Rarely,Sales,5,3,Medical,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,3,8.269293803,0.05
3207,34,No,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,4,5.999248932,0.111111111
3208,24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,1,3,3,1,3,6.589362179,2.25
3209,39,No,Travel_Rarely,Research & Development,12,5,Medical,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,3,6.083865385,0.05
3210,32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,3,7.031840812,0.1
3211,50,Yes,Travel_Frequently,Research & Development,4,2,Medical,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,2,3,3,2,3,7.494134615,0.166666667
3212,38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,3,6.310275641,0
3213,27,No,Travel_Rarely,Research & Development,10,3,Medical,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,4,5.793016026,0.111111111
3214,32,No,Travel_Rarely,Sales,1,3,Medical,Male,2,Sales Executive,Single,136640,3,14,0,10,6,7,7,7,3,4,3,3,3,6.903985043,0.3
3215,47,No,Travel_Rarely,Research & Development,2,3,Medical,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,3,6.284569444,0.1
3216,40,No,Travel_Frequently,Research & Development,3,4,Medical,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,3,8.049597222,0.25
3217,53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,3,6.128569444,0.09375
3218,41,No,Travel_Rarely,Sales,6,3,Medical,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,4,7.070553419,0.130434783
3219,60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,4,5.856536325,0.8
3220,27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,3,6.487916667,0.111111111
3221,41,No,Travel_Rarely,Research & Development,3,3,Medical,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,3,5.645772436,0.045454545
3222,50,No,Travel_Rarely,Sales,9,3,Life Sciences,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,4,6.631048077,1.75
3223,28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,1,2,3,2,3,7.541481838,0.7
3224,36,No,Non-Travel,Research & Development,10,4,Technical Degree,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,3,5.501758547,0.9
3225,38,No,Travel_Rarely,Research & Development,1,3,Medical,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,3,9.038773504,0.4
3226,44,No,Non-Travel,Research & Development,8,2,Life Sciences,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,3,5.434619658,0.222222222
3227,47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,4,7.772307692,0.321428571
3228,30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,3,7.003957265,0.7
3229,29,No,Travel_Rarely,Research & Development,1,2,Medical,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,3,5.970001068,1
3230,42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,3,3,3,3,4,8.950882479,0.857142857
3231,43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,3,6.24775,0.428571429
3232,34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,3,5.664903846,0.3
3233,23,No,Travel_Rarely,Sales,13,3,Marketing,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,3,6.893823718,0.2
3234,39,No,Travel_Rarely,Sales,2,4,Marketing,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,3,5.556323718,0.75
3235,56,No,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Manager,Married,20420,7,12,0,30,6,10,1,1,3,4,2,3,3,6.626657051,0.233333333
3236,40,No,Travel_Rarely,Sales,9,3,Marketing,Male,2,Research Scientist,Single,20730,0,14,0,5,3,4,2,3,4,4,2,3,3,8.228883547,0
3237,27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,1,Laboratory Technician,Single,29560,8,13,0,9,6,7,0,7,4,1,1,3,3,6.628627137,0.888888889
3238,29,No,Travel_Rarely,Sales,20,3,Marketing,Female,2,Manager,Divorced,29260,1,15,1,2,3,2,2,2,4,2,3,2,3,6.573229701,0.5
3239,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,3,Laboratory Technician,Single,48090,2,18,0,19,2,2,2,2,4,4,3,3,3,5.702744658,0.105263158
3240,35,No,Non-Travel,Research & Development,5,1,Medical,Male,1,Healthcare Representative,Divorced,51630,2,18,2,16,4,1,0,0,4,1,4,3,3,6.332449786,0.125
3241,32,No,Travel_Frequently,Sales,4,4,Life Sciences,Male,2,Sales Executive,Married,188440,1,19,0,10,3,10,4,7,1,4,3,1,3,7.034987179,0.1
3242,38,No,Travel_Rarely,Sales,10,3,Medical,Male,4,Laboratory Technician,Married,181720,6,12,2,6,5,1,0,1,4,3,1,3,3,10.2700812,1
3243,34,No,Travel_Rarely,Research & Development,20,3,Medical,Female,3,Laboratory Technician,Divorced,57440,3,19,1,7,4,0,0,0,2,1,3,2,3,5.634179487,0.428571429
3244,52,No,Travel_Rarely,Sales,21,5,Technical Degree,Male,3,Manager,Married,28890,1,11,1,34,2,34,1,16,3,1,4,3,3,5.396060897,0.029411765
3245,33,Yes,Travel_Rarely,Research & Development,1,2,Medical,Male,3,Laboratory Technician,Single,28710,1,17,3,10,2,10,7,8,4,4,2,3,3,9.213814103,0.1
3246,25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,2,Research Scientist,Single,74840,1,15,0,6,3,6,1,4,3,4,2,3,3,7.205682692,0.166666667
3247,45,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Healthcare Representative,Single,60740,0,14,0,9,2,8,3,1,2,3,3,3,3,5.343990385,0
3248,23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,Female,2,Research Scientist,Single,173280,1,17,1,2,2,2,0,2,1,3,3,1,3,7.493709402,0.5
3249,47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,Male,1,Research Director,Single,27740,4,13,1,8,2,5,1,3,2,3,3,3,3,8.948748932,0.5
3250,34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,Male,1,Research Scientist,Single,45050,1,12,0,6,3,6,1,4,4,4,3,3,3,7.169530983,0.166666667
3251,55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,Male,4,Laboratory Technician,Married,74280,5,12,0,24,2,5,1,4,4,1,3,3,3,7.229393162,0.208333333
3252,36,No,Non-Travel,Research & Development,7,2,Life Sciences,Male,5,Sales Executive,Single,116310,1,18,1,10,2,10,0,9,1,1,3,1,3,6.590208333,0.1
3253,52,No,Non-Travel,Research & Development,1,4,Life Sciences,Male,5,Sales Executive,Married,97380,0,18,2,5,2,4,1,2,4,4,3,3,3,6.72654594,0
3254,26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,Male,1,Manufacturing Director,Divorced,28350,3,11,1,5,2,2,2,0,1,4,3,3,3,6.245436966,0.6
3255,29,No,Travel_Rarely,Research & Development,10,2,Medical,Male,3,Manufacturing Director,Married,169590,4,14,3,11,5,8,1,1,2,3,2,3,3,5.570776709,0.363636364
3256,26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Laboratory Technician,Single,26130,6,19,1,6,2,4,1,2,4,1,2,3,3,5.423627137,1
3257,34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,Male,2,Manufacturing Director,Single,61460,2,12,0,10,3,4,1,3,2,4,3,3,3,5.696144231,0.2
3258,54,No,Travel_Rarely,Research & Development,18,4,Medical,Female,2,Laboratory Technician,Divorced,49630,9,15,1,9,2,5,1,4,4,1,3,3,3,7.843146368,1
3259,27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,Female,4,Research Scientist,Married,195370,0,12,0,5,5,4,1,1,3,4,3,3,3,6.178364316,0
3260,37,No,Travel_Rarely,Sales,2,4,Technical Degree,Male,2,Manufacturing Director,Divorced,61720,0,11,0,6,1,5,4,3,4,1,2,3,3,8.835497863,0
3261,38,No,Travel_Frequently,Sales,2,4,Life Sciences,Female,2,Research Scientist,Single,23680,6,11,1,17,3,15,4,12,1,1,3,3,3,9.84557265,0.352941176
3263,35,No,Travel_Rarely,Research & Development,5,4,Medical,Male,3,Manager,Married,16750,1,16,0,3,6,3,0,2,1,4,2,2,3,7.036225427,0.333333333
3264,30,No,Travel_Rarely,Research & Development,20,3,Medical,Male,1,Laboratory Technician,Married,25230,3,13,1,7,2,2,0,2,4,3,3,3,3,6.582278846,0.428571429
3265,40,No,Travel_Frequently,Research & Development,10,4,Medical,Male,2,Manufacturing Director,Married,65670,1,13,1,8,3,8,3,7,3,2,3,4,3,5.724797009,0.125
3266,34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,3,Healthcare Representative,Married,47390,5,24,2,6,2,3,1,2,3,1,3,3,4,7.061941239,0.833333333
3267,42,No,Travel_Frequently,Research & Development,9,4,Medical,Male,1,Manufacturing Director,Divorced,92080,1,15,1,24,2,24,14,9,2,4,2,4,3,6.963104701,0.041666667
3268,23,Yes,Travel_Rarely,Sales,2,3,Medical,Female,4,Manufacturing Director,Married,45590,1,18,1,1,2,0,0,0,3,1,3,2,3,7.492183761,1
3269,24,No,Non-Travel,Sales,1,5,Marketing,Female,1,Manufacturing Director,Divorced,81890,1,14,1,1,3,1,0,0,3,2,3,3,3,6.237339744,1
3270,52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,Male,2,Manufacturing Director,Married,29420,8,11,1,9,1,5,1,4,4,3,3,2,3,5.522205128,0.888888889
3271,50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,2,Sales Executive,Married,49410,5,11,1,30,3,4,0,3,3,3,3,1,3,5.656162393,0.166666667
3272,29,Yes,Travel_Rarely,Sales,2,4,Marketing,Female,4,Research Scientist,Married,106500,1,13,2,1,2,1,0,0,2,1,3,4,3,9.601748932,1
3273,33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,4,Manufacturing Director,Married,59020,0,12,1,14,2,13,3,7,3,3,4,3,3,6.259036325,0
3274,33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,Male,1,Human Resources,Single,86390,5,16,2,6,3,3,0,2,1,1,3,2,3,7.442776709,0.833333333
3275,47,No,Travel_Rarely,Research & Development,6,4,Other,Male,2,Manager,Married,63470,1,14,0,26,2,26,3,0,3,4,2,4,3,8.736126068,0.038461538
3276,36,No,Travel_Rarely,Sales,6,3,Medical,Female,2,Sales Executive,Married,42000,0,22,0,10,3,9,0,5,3,2,3,3,4,7.065042735,0
3277,29,No,Travel_Rarely,Research & Development,10,3,Other,Male,1,Research Scientist,Married,34520,1,11,0,10,3,10,0,7,3,3,3,2,3,6.79666453,0.1
3278,58,Yes,Travel_Rarely,Research & Development,24,3,Other,Female,2,Research Scientist,Single,43170,7,17,0,40,2,31,13,8,4,2,3,3,3,7.964981838,0.175
3279,35,No,Travel_Rarely,Sales,10,4,Marketing,Female,1,Research Scientist,Single,26320,3,13,3,7,3,2,2,2,4,3,3,4,3,6.863014957,0.428571429
3280,42,No,Travel_Rarely,Sales,15,1,Marketing,Male,2,Laboratory Technician,Married,46680,9,18,2,8,2,4,0,2,4,4,3,3,3,9.700511752,1.125
3281,28,Yes,Travel_Rarely,Research & Development,19,4,Medical,Female,2,Sales Executive,Single,32040,6,16,1,5,4,2,2,1,3,3,2,2,3,5.79290812,1.2
3282,36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Healthcare Representative,Married,27200,4,14,1,8,3,5,0,4,3,2,3,3,3,6.185034188,0.5
3283,32,No,Travel_Rarely,Research & Development,3,1,Medical,Male,2,Manufacturing Director,Married,171810,1,14,0,14,2,14,6,8,3,3,3,2,3,7.258191239,0.071428571
3284,40,No,Travel_Frequently,Sales,9,3,Marketing,Male,3,Manufacturing Director,Single,22380,6,14,0,10,3,1,0,0,1,3,3,3,3,6.293832265,0.6
3285,30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Male,2,Research Director,Single,14830,5,13,0,12,3,0,0,0,3,4,2,3,3,8.613751068,0.416666667
3286,45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Male,1,Research Director,Single,56050,1,12,2,1,2,1,0,0,2,3,3,3,3,6.116589744,1
3287,42,No,Travel_Rarely,Research & Development,20,2,Medical,Male,2,Sales Representative,Married,72950,1,15,0,10,3,9,7,8,2,2,2,3,3,6.852719017,0.1
3288,38,No,Travel_Frequently,Sales,4,3,Medical,Male,2,Research Scientist,Divorced,23060,2,19,1,13,5,4,1,2,1,1,2,3,3,6.941936966,0.153846154
3289,34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,3,Laboratory Technician,Single,23480,1,14,1,6,3,5,1,3,3,4,3,3,3,6.42234188,0.166666667
3290,49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,Female,2,Healthcare Representative,Married,89980,1,14,2,9,2,9,7,7,3,4,4,4,3,5.511866453,0.111111111
3291,55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,Male,4,Manufacturing Director,Single,43190,4,11,0,12,3,9,7,3,3,4,2,4,3,5.568785256,0.333333333
3292,43,No,Travel_Rarely,Research & Development,25,2,Medical,Male,2,Healthcare Representative,Married,61320,6,13,0,22,3,4,1,0,2,1,3,2,3,6.821040598,0.272727273
3293,27,No,Travel_Rarely,Sales,2,4,Medical,Male,2,Manager,Divorced,33460,1,21,1,9,2,9,0,8,3,4,3,2,4,9.355662393,0.111111111
3294,35,No,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Research Director,Single,108550,3,13,1,17,2,8,1,6,3,3,4,3,3,6.226182692,0.176470588
3295,28,No,Travel_Rarely,Sales,1,2,Technical Degree,Female,1,Sales Executive,Married,22310,1,12,0,8,3,8,7,5,2,2,3,2,3,8.794950855,0.125
3297,26,Yes,Travel_Frequently,Research & Development,22,4,Other,Female,1,Sales Executive,Married,20240,1,23,0,8,2,8,1,7,3,3,3,3,4,7.129599359,0.125
3298,27,No,Non-Travel,Sales,1,3,Technical Degree,Female,1,Sales Executive,Married,27130,1,11,0,0,2,0,0,0,4,4,2,3,3,6.513629274,0
3299,51,No,Travel_Rarely,Sales,16,3,Medical,Male,3,Research Scientist,Married,94390,2,15,3,29,0,20,4,17,1,3,2,3,3,5.569982906,0.068965517
3300,44,No,Travel_Rarely,Sales,24,5,Medical,Female,1,Sales Executive,Single,25660,9,11,1,10,3,5,2,3,4,2,2,3,3,5.683632479,0.9
3301,25,No,Travel_Rarely,Research & Development,17,3,Medical,Male,1,Laboratory Technician,Single,199260,7,11,3,6,5,4,0,1,1,1,2,4,3,5.832630342,1.166666667
3302,33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,3,Laboratory Technician,Divorced,24510,1,13,1,9,3,9,0,8,1,1,3,2,3,5.41608547,0.111111111
3303,35,No,Travel_Rarely,Sales,6,4,Medical,Female,2,Manager,Single,94190,1,24,1,6,5,6,1,1,3,1,2,2,4,6.11765812,0.166666667
3304,36,No,Travel_Rarely,Sales,10,4,Marketing,Male,3,Manager,Married,86860,1,13,0,18,2,18,4,11,2,4,2,3,3,8.721627137,0.055555556
3305,32,No,Travel_Rarely,Research & Development,3,4,Medical,Female,4,Sales Executive,Divorced,30380,2,20,0,8,3,5,0,3,2,4,2,3,4,7.255498932,0.25
3306,30,No,Travel_Frequently,Research & Development,4,5,Medical,Male,5,Sales Representative,Divorced,30580,9,14,1,10,2,5,0,3,2,4,2,3,3,5.637119658,0.9
3307,53,No,Travel_Rarely,Sales,6,3,Marketing,Male,4,Sales Executive,Married,23250,7,18,1,35,1,5,0,4,1,4,3,4,3,9.893182692,0.2
3308,45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,Male,2,Healthcare Representative,Divorced,20880,4,15,3,18,2,5,0,2,4,1,3,3,3,7.847318376,0.222222222
3309,32,No,Travel_Rarely,Sales,10,3,Marketing,Female,1,Human Resources,Married,30720,5,12,0,9,4,5,1,3,3,3,2,1,3,5.73480235,0.555555556
3310,52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,2,Laboratory Technician,Married,50060,3,16,1,31,2,9,0,0,3,4,3,3,3,6.886900641,0.096774194
3311,37,No,Travel_Rarely,Sales,24,2,Life Sciences,Female,4,Laboratory Technician,Divorced,42570,4,15,0,9,2,1,0,0,4,3,3,3,3,5.472696581,0.444444444
3312,28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,1,Healthcare Representative,Divorced,25000,1,16,2,6,3,5,0,4,2,4,3,3,3,5.563185897,0.166666667
3313,22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Sales Representative,Married,11020,6,19,0,4,3,2,2,2,4,4,1,2,3,6.118935897,1.5
3314,44,No,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Laboratory Technician,Married,104530,2,11,1,10,2,3,0,2,1,4,2,3,3,10.42070513,0.2
3315,42,No,Travel_Frequently,Sales,13,4,Life Sciences,Female,2,Laboratory Technician,Single,22880,5,16,1,8,4,2,2,2,2,4,3,2,3,7.413449786,0.625
3316,36,No,Travel_Rarely,Research & Development,14,3,Other,Male,2,Research Scientist,Married,39290,0,24,0,6,6,5,0,3,1,1,3,2,4,6.98220406,0
3317,25,No,Travel_Rarely,Sales,11,3,Life Sciences,Female,1,Laboratory Technician,Married,23110,1,11,1,5,2,5,0,3,3,1,3,3,3,9.806369658,0.2
3318,35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Healthcare Representative,Married,31400,1,13,1,17,2,17,5,15,4,3,3,2,3,8.043227564,0.058823529
3319,35,Yes,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1,13,1,10,2,10,7,8,4,2,2,4,3,9.310643162,0.1
3320,32,No,Non-Travel,Research & Development,21,3,Life Sciences,Male,1,Sales Executive,Divorced,44500,0,13,0,4,3,3,0,2,4,4,3,3,3,7.162125,0
3321,25,No,Travel_Rarely,Sales,5,3,Marketing,Female,4,Research Scientist,Married,27560,1,12,2,5,2,5,0,3,3,1,4,3,3,6.846854701,0.2
3322,49,No,Travel_Rarely,Sales,9,3,Technical Degree,Female,2,Sales Representative,Married,190330,2,18,1,7,5,4,0,2,3,1,3,3,3,6.682463675,0.285714286
3323,24,No,Non-Travel,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Married,187220,0,22,1,6,3,5,3,4,1,4,2,3,4,6.681849359,0
3324,32,No,Travel_Frequently,Research & Development,12,5,Medical,Male,1,Research Scientist,Married,95470,1,13,1,10,3,10,5,3,2,2,3,2,3,6.402325855,0.1
3325,38,No,Travel_Rarely,Sales,22,2,Medical,Male,1,Sales Executive,Married,137340,0,13,0,3,3,2,1,2,2,2,3,4,3,6.412797009,0
3326,42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,Female,2,Research Scientist,Married,199990,2,23,1,17,6,5,1,3,3,4,2,3,4,8.467352564,0.117647059
3327,31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,3,Sales Executive,Married,22790,3,12,1,8,3,6,0,2,4,4,3,3,3,9.048576923,0.375
3328,29,Yes,Travel_Rarely,Sales,3,3,Marketing,Male,3,Laboratory Technician,Divorced,59160,6,12,0,5,2,3,0,2,2,3,3,3,3,8.474774573,1.2
3329,53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Sales Representative,Married,20890,5,16,0,28,2,2,2,2,1,4,3,2,3,5.701849359,0.178571429
3330,35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Healthcare Representative,Married,167920,3,12,1,16,3,13,4,8,4,2,3,4,3,6.421252137,0.1875
3331,37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,Female,3,Human Resources,Married,35640,5,11,0,10,1,5,0,0,3,4,3,1,3,6.888699786,0.5
3332,53,No,Travel_Rarely,Research & Development,1,1,Medical,Male,1,Sales Executive,Single,44250,6,22,1,33,2,12,3,8,4,4,3,4,4,6.159469017,0.181818182
3333,43,No,Travel_Frequently,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Married,52650,4,11,1,12,4,5,2,2,4,4,2,3,3,6.714486111,0.333333333
3334,47,No,Travel_Rarely,Sales,15,4,Marketing,Female,3,Research Director,Married,65530,0,15,0,8,2,7,7,7,3,4,3,3,3,9.903893162,0
3335,37,No,Non-Travel,Research & Development,1,5,Medical,Female,2,Research Scientist,Single,62610,1,12,0,10,1,10,0,9,1,2,3,3,3,7.741416667,0.1
3336,50,No,Non-Travel,Research & Development,17,3,Medical,Female,1,Laboratory Technician,Divorced,42980,1,20,1,31,6,31,14,7,1,1,3,3,4,6.121892094,0.032258065
3337,39,No,Travel_Rarely,Research & Development,1,3,Other,Female,3,Human Resources,Married,68040,8,14,1,13,3,5,0,4,4,4,3,2,3,6.142342949,0.615384615
3338,33,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,2,Manufacturing Director,Divorced,38150,3,11,1,7,3,4,0,3,4,2,4,3,3,8.607371795,0.428571429
3339,32,Yes,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Laboratory Technician,Single,27410,1,15,1,1,5,1,0,1,1,4,1,2,3,9.468128205,1
3341,44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Manufacturing Director,Married,76390,1,14,0,8,6,8,7,1,2,1,3,3,3,8.616979701,0.125
3342,28,No,Travel_Rarely,Sales,24,5,Life Sciences,Female,1,Research Scientist,Single,23280,1,11,2,4,3,4,0,2,1,4,3,3,3,5.657308761,0.25
3343,58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,Male,1,Sales Executive,Divorced,21530,9,11,0,3,3,1,0,0,4,4,2,3,3,9.787070513,3
